player,season_end,dc_pre_recognition,dc_pre_traditional_production,dc_pre_team_achievement,dc_pre_statistical_impact,dc_pre_postseason_perf,dc_pre_prime_raw,dc_pre_prime_score,dc_pre_burden_residual,dc_pre_creation_share
Brian Winters,1980,0.0,13.600636861047091,17.502857142857142,20.772368421052633,-1.527421156325687,10.733910631093964,34.6788361570056,0.04776658163265358,
Maurice Cheeks,1980,0.0,24.005564086368473,42.90742857142857,33.33552631578947,-5.909658181491549,17.503581414040333,45.2553721210605,0.0,
Eddie Johnson,1980,13.600000000000001,19.861334667291587,20.948571428571434,36.17434210526316,2.4317192670110366,21.457265145018614,50.321581431273266,0.5022293529684626,
Phil Ford,1980,0.0,18.08630189768949,0.0,23.69934210526316,0.1852526071739133,12.736028391615623,38.104042587423436,0.463501228200374,
Dan Roundfield,1980,42.268793097885386,25.20125083298482,16.29257142857143,39.866447368421056,0.005246113302707023,29.202453055215837,59.20245305521584,0.0,
World B. Free,1980,6.4,32.09450372934021,0.0,39.03223684210526,0.0,23.292571973637635,52.61571496704704,2.8158183302411923,
Ray Williams,1980,0.0,29.560996330547727,0.0,42.290131578947374,0.0,22.4526624040182,51.56582800502275,1.8352816025046417,
Darryl Dawkins,1980,0.0,16.573016902799434,36.93714285714286,15.43157894736842,6.953782792773375,11.251747785620422,35.62820427363744,0.0,
John Johnson,1980,0.0,10.51984929761681,30.696914285714286,18.02894736842105,-7.0069185618561445,8.346814566920978,30.30249337268846,0.0,
Mike Newlin,1980,0.0,21.477749121062494,0.0,27.310526315789474,0.0,15.33674001383582,42.00511002075373,0.9397959336734721,
Don Buse,1980,12.8,6.418899324428217,10.200000000000001,15.56842105263158,-6.061002204527864,8.713591635918084,30.974917999183152,0.0,
Greg Ballard,1980,0.0,15.233989802852479,0.0,31.258552631578947,-2.6739009287925697,14.84608569141636,41.26912853712454,0.0,
Foots Walker,1980,0.0,14.255178003248403,0.0,27.644736842105264,0.0,13.609698491793276,39.414547737689915,0.0,
Sam Lacey,1980,0.0,17.654788300674365,0.0,32.51381578947369,-2.682896763504182,15.524278570155312,42.28641785523297,0.0,
Alex English,1980,0.0,17.723497591091075,0.0,21.99013157894737,0.0,12.078184494129127,37.11727674119369,0.09422123794063109,
Jan van Breda Kolff,1980,0.0,8.195219536400842,0.0,11.749342105263159,0.0,6.610349277247352,27.11897367495348,0.0,
Jim Chones,1980,0.0,6.193416118189617,37.01714285714286,4.992105263157894,-12.452720100812694,1.576562687308455,17.89036492673217,0.0,
Ron Boone,1980,0.0,8.940097424497525,0.0,-4.546052631578948,0.0,0.14992045914447982,15.274854175098213,-0.07028181818181811,
Bob Wilkerson,1980,0.0,6.17074637998543,0.0,-7.932894736842104,0.0,-1.5043575459173448,13.194770944899187,-0.029765746753246513,
John Long,1980,0.0,13.403828820385595,0.0,14.638815789473684,0.0,8.869617544344466,31.260965497964854,0.08797572820037153,
Ben Poquette,1980,0.0,16.45264980469931,0.0,17.42236842105263,0.0,10.452540585970981,34.16299107428013,0.0,
Scott Wedman,1980,13.600000000000001,14.661216067540089,0.0,29.779605263157894,1.132414062335813,17.217749429213395,44.82662414382009,0.0,
Tom Owens,1980,0.0,21.48638921096709,0.0,28.684868421052634,-1.4741423785936658,15.313712772822894,41.970569159234344,0.08933480983302435,
Mike Bantom,1980,0.0,8.758159340256311,0.0,12.77171052631579,0.0,6.78174917573954,27.433206822189156,0.0,
Joe Bryant,1980,0.0,6.25786439655676,0.0,0.6276315789473679,0.0,1.731222951848348,18.173908745055304,0.0,
Junior Bridgeman,1980,0.0,15.94538170296632,19.896,23.619078947368422,-5.5091640866873055,11.6413122093208,36.342405717088134,0.21005959369202357,
James Edwards,1980,0.0,18.782491077255017,0.0,22.539473684210527,0.0,12.640275507175936,37.9604132607639,0.0,
Walter Davis,1980,6.4,41.64612976292075,22.968000000000004,42.22302631578947,-2.7896758752131015,25.987494322833726,55.98436790354216,3.3232727272727285,
John Drew,1980,6.4,20.096851344154224,20.163428571428568,22.573684210526313,-5.525715539135062,13.442581096339186,39.16387164450878,0.7389306038961053,
Allan Bristow,1980,0.0,15.129736006019176,0.0,20.02171052631579,0.0,11.170415196184662,35.47909452633854,0.04718759276437889,
Robert Reid,1980,0.0,11.182049779661464,14.873142857142856,23.571052631578947,-0.8433363720304571,11.472640065493586,36.033173453404906,0.0,
James Silas,1980,0.0,27.436978340183945,0.0,19.038157894736845,-2.2429822499343692,12.624274678196473,37.93641201729471,0.8774552416512059,
John Roche,1980,0.0,15.374607786734645,0.0,12.703289473684212,0.0,8.424965254261894,30.44576963281347,0.017233731447124645,
Lonnie Shelton,1980,0.0,20.87302366728611,25.016228571428567,31.495394736842105,-6.527598684176524,15.554088191105294,42.33113228665794,0.0,
George McGinnis,1980,0.0,13.492863405390258,0.0,7.518421052631578,0.0,5.690501315131954,25.43258574440858,-0.26819180148423,
Dave Meyers,1980,0.0,9.200345105886225,15.21942857142857,12.72828947368421,-5.496789570917183,5.948284793915459,25.905188788845006,0.0,
Billy Paultz,1980,0.0,8.549406820815115,10.96457142857143,17.101315789473684,-6.283653250773993,7.491754990088998,28.734884148496494,0.0,
Alvan Adams,1980,0.0,28.3649991887603,18.853714285714286,38.74013157894737,11.174115771564354,22.92945527169585,52.16181908961981,0.6831742578849715,
Dave Cowens,1980,13.600000000000001,10.890090225834328,29.17234285714286,23.33421052631579,-1.1960420770427365,14.125071500541644,40.18760725081246,0.0,
Sidney Wicks,1980,0.0,6.830909408341999,0.0,-6.14671052631579,0.0,-0.7584018813910376,14.089917742330755,0.0,
Bob Lanier,1980,0.0,30.13519919412468,15.778285714285715,38.94671052631579,10.607411416749672,23.510824457209694,52.88853057151212,0.0,
Bobby Jones,1980,12.8,25.818613464074826,36.178285714285714,40.16052631578947,15.553738010598739,26.695390558252374,56.69539055825237,0.0,
Tree Rollins,1980,0.0,28.38564065750302,10.200000000000001,45.637499999999996,0.06136849883177753,23.44170943929393,52.80213679911741,0.0,
Allen Leavell,1980,0.0,17.69787574677231,17.49257142857143,20.676315789473687,-6.0035120159152475,10.86888936300506,34.926297165509276,0.23089824907235704,
Bingo Smith,1980,0.0,3.9830197955150233,0.0,-0.8809210526315792,0.0,0.5016841570581547,15.91975428793995,0.0,
Terry Furlow,1980,0.0,13.390033353217275,0.0,13.461842105263159,0.0,7.927407004175628,29.53357950765532,-0.008386435992578451,
George Johnson,1980,0.0,13.279283156535445,0.0,11.164473684210526,0.0,7.4478161295391105,28.6543295708217,0.0,
Robert Parish,1980,0.0,23.553218098607893,0.0,22.563815789473683,0.0,13.877568657850514,39.81635298677577,0.2885440023191098,
Freeman Williams,1980,0.0,19.468409440674154,0.0,20.75394736842105,0.0,12.284389792065381,37.426584688098075,0.9857594364564028,
Chris Ford,1980,0.0,7.110060338211776,24.061714285714285,26.304605263157896,-7.808193838162732,10.396509049996453,34.06026659166017,0.0,
Mark Olberding,1980,0.0,12.321157031095538,0.0,9.804605263157894,-1.2263428425630967,6.024990947408388,26.045816736915377,0.0,
Bob McAdoo,1980,0.0,13.486526611847063,0.0,9.961184210526318,0.0,7.1015475726148685,28.019503883127257,0.15521208395176347,
Armond Hill,1980,0.0,11.09070068707285,14.540571428571429,3.3625,-4.441439403637771,2.9975234484558966,20.495459655502476,0.0,
Tom Boswell,1980,0.0,25.85933866982456,0.0,9.758552631578947,0.0,9.138711120663157,31.754303721215788,0.0,
Reggie King,1980,0.0,14.354899687015294,0.0,23.133552631578947,-2.3189115293639393,11.286684382797226,35.692254701794916,0.0,
Jo Jo White,1980,0.0,5.464130732701925,0.0,0.539473684210526,0.0,1.5786579300578802,17.894206205106112,0.0,
Henry Bibby,1980,0.0,7.4907680679689035,41.11542857142857,5.998026315789473,-12.33735577109133,2.412669160238935,19.42322679377138,0.0,
Dudley Bradley,1980,0.0,10.173095660148551,0.0,17.6375,0.0,8.955663580694686,31.418716564606925,0.0,
M.L. Carr,1980,0.0,9.03117491451513,27.69417142857143,24.644736842105264,-5.958866027288088,10.611045831263306,34.45358402398273,0.0,
Michael Cooper,1980,0.0,11.922076145055275,40.800000000000004,15.484210526315788,-10.766016437596749,7.183673666614828,28.17006838879385,0.0,
Kevin Restani,1980,0.0,10.707227036512451,0.0,12.118421052631579,0.2703903500657389,6.850600639092146,27.55943450500227,0.0,
Rick Robey,1980,0.0,18.067543766932015,25.83817142857143,19.376315789473683,-6.318532884626547,10.38626325594993,34.0414826359082,0.0,
Bill Robinzine,1980,0.0,16.200618679146004,0.0,19.207894736842107,-0.7298415076340189,10.468567975056061,34.192374620936114,0.0,
Billy Knight,1980,0.0,22.59936213833935,0.0,28.345394736842106,0.0,15.656004937940153,42.48400740691023,0.0,
Kent Benson,1980,0.0,9.82279528559643,0.0,13.601973684210526,0.0,7.23153700997525,28.25781785162129,0.0,
Maurice Lucas,1980,0.0,12.412357506535907,0.0,10.048026315789473,0.0,6.42484507637254,26.778882640016324,-0.08103721466604809,
Larry Demic,1980,0.0,6.157321878229431,0.0,-17.832894736842103,0.0,-5.705684627794041,8.15317844664715,0.0,
Charlie Scott,1980,0.0,6.238804124929863,0.0,-20.931578947368422,0.0,-6.481152721066317,7.22261673472042,0.0,
Steve Hawes,1980,0.0,15.934252487623462,13.018285714285714,30.79605263157895,-1.0475096055592565,15.004658118797085,41.50698717819563,0.0,
T.R. Dunn,1980,0.0,6.547409256527603,0.0,15.952631578947367,-2.2246167210719814,7.0881122356651405,27.994872432052755,0.0,
Rich Kelley,1980,0.0,16.83483093075467,12.984000000000002,19.558552631578948,0.9964073921899961,11.53643782605268,36.15013601442991,0.0,
Kenny Carr,1980,0.0,13.685779792275165,0.0,13.7875,0.0,8.113263756377785,29.874316886692604,0.0,
Rudy Tomjanovich,1980,0.0,9.305706036056895,13.714285714285714,11.73815789473684,-6.8201238390092875,5.400091849566148,24.900168390871272,0.0,
Coby Dietrick,1980,0.0,9.544015183520871,0.0,15.225657894736843,0.0,8.135231283777479,29.914590686925376,0.0,
Kevin Grevey,1980,0.0,8.828931701330275,0.0,12.70328947368421,5.609641952747131,7.8081247008373325,29.31489528486844,-0.004208889239332127,
Rick Barry,1980,0.0,12.208422815748392,18.277714285714286,19.526315789473685,-5.454055727554179,9.383703522252171,32.203456457462316,-0.03544004860853417,
Paul Griffin,1980,0.0,26.96366044847985,0.0,22.275000000000002,-3.0046749226006195,13.625709747795197,39.4385646216928,0.0,
Charlie Criss,1980,0.0,6.808575379507096,15.82285714285714,8.194078947368421,-0.08472469506101477,4.756954352839475,23.721082980205704,0.0,
Duck Williams,1980,0.0,4.801426314758983,0.0,-10.623026315789476,0.0,-2.810196505646646,11.627764193224024,0.0,
Jim Cleamons,1980,0.0,7.925532393566646,0.0,5.588157894736843,-2.175077399380805,3.3963478707604513,21.226637763060825,0.0,
Leon Douglas,1980,0.0,7.869153595859701,0.0,1.8526315789473686,0.0,2.8327127313210134,20.193306674088525,0.0,
Wayne Cooper,1980,0.0,12.652986507688585,0.0,3.16907894736842,0.0,4.095504150741586,22.508424276359573,0.0,
Fred Brown,1980,0.0,13.401201928039388,34.8,26.183552631578948,-8.711956906932375,11.866834288624572,36.75586286247838,0.0801077606737018,
Quinn Buckner,1980,7.2,15.855597788900942,20.47885714285714,26.217105263157897,-6.194520676518963,13.943829115483085,39.915743673224625,-0.18149741674396994,
Clifford Ray,1980,0.0,14.112057039102123,0.0,5.333552631578947,0.0,5.256154994084461,24.636284155821514,0.0,
Cliff Robinson,1980,0.0,15.00378036137527,0.0,16.616447368421053,0.0,9.885678796523727,33.1237444602935,-0.01569606864795916,
Purvis Short,1980,0.0,18.48754106989355,0.0,22.603289473684214,0.0,12.820839973883997,38.231259960825994,0.5105715684044537,
James Hardy,1980,0.0,10.604833603036763,0.0,5.945394736842106,0.0,4.815630136002799,23.828655249338464,0.0,
Paul Silas,1980,0.0,7.389092742399681,19.720000000000002,0.2355263157894734,-4.930806483994913,0.9722484357689756,16.782455465576454,0.0,
Austin Carr,1980,0.0,9.986324365625057,0.0,6.646052631578947,0.0,4.586913831066977,23.40934202362279,-0.060702980510203966,
Dave Twardzik,1980,0.0,15.2711006308657,0.0,15.789473684210526,-2.175077399380805,8.84319497837103,31.212524127013555,0.0,
Mike Bratz,1980,0.0,8.536018691852055,18.35657142857143,1.7124999999999997,6.7298675611458965,3.87999040375551,22.113315740218436,-0.2017876340162338,
Bob Gross,1980,0.0,7.658878049807129,0.0,8.363815789473684,-2.5127829843750003,4.336297580256123,22.949878897136227,0.0,
Artis Gilmore,1980,0.0,34.07889501893776,0.0,35.99736842105263,0.0,21.244298112707085,50.05537264088386,0.0,
Joe Meriweather,1980,0.0,10.994488218029902,0.0,5.7,0.0,4.31611236705612,22.91287267293622,0.0,
Sidney Moncrief,1980,0.0,14.925783353778764,12.678857142857144,27.23355263157895,7.7223489082508365,14.965854609365993,41.448781914048986,0.0,
Phil Smith,1980,0.0,11.333847155162314,0.0,10.280263157894737,0.0,6.576290442266625,27.056532477488812,-0.006552559836734515,
Tom Henderson,1980,0.0,8.92892679507159,11.982857142857144,2.0019736842105256,0.2623225849754576,2.844115708133632,20.214212131578325,0.0,
Eric Money,1980,0.0,8.360358526107586,0.0,-4.921052631578948,0.0,-0.11432470951740714,14.862810348579112,0.006751486415816458,
Major Jones,1980,0.0,7.543771131273798,10.200000000000001,0.9328947368421059,4.997592209926703,2.945845836941606,20.400717367726276,0.0,
Spencer Haywood,1980,0.0,11.812265234451935,46.84571428571428,8.588815789473685,-10.311064342105261,4.803626181148023,23.806647998771375,0.0,
Steve Mix,1980,0.0,26.05721304710553,49.435428571428574,34.079605263157895,-7.282784914862255,18.142045359978862,46.17755669997358,0.607477883348794,
Clemon Johnson,1980,0.0,9.847507330318795,0.0,17.553947368421053,0.0,8.827762253652661,31.184230798363213,0.0,
Ollie Johnson,1980,0.0,6.451127393108011,0.0,9.58157894736842,0.0,5.313197070013,24.740861295023834,0.0,
Jim McElroy,1980,0.0,6.750598213075655,16.234285714285715,-3.7125000000000004,-1.575274786045997,0.21035473468617938,15.385650346924661,0.0,
Roger Phegley,1980,0.0,12.52814882593934,0.0,8.657236842105263,0.0,5.920661253447261,25.85454563131998,0.05295171342857154,
Mark Landsberger,1980,0.0,13.056955158388092,36.822857142857146,12.1,-12.73003095975232,6.153240724791796,26.28094132878496,0.0,
Kevin Porter,1980,0.0,13.880408951609192,0.0,6.55328947368421,-2.1734541674245356,5.073437939225323,24.30130288857976,-0.10157779452690131,
Mike Gale,1980,0.0,12.40577601351618,0.0,14.871052631578948,-2.195829890624342,7.801439773002208,29.302639583837383,0.0,
Bob Dandridge,1980,0.0,3.5833821460336743,0.0,11.357236842105262,0.0,5.139688822095643,24.42276284050868,-0.13154824955565841,
Dwight Jones,1980,0.0,15.426802542570993,0.0,10.615131578947368,0.0,7.273378533939908,28.334527312223166,0.0,
Bill Willoughby,1980,0.0,5.918247213104178,0.0,12.708552631578948,0.0,6.036367629037592,26.06667398656892,0.0,
Gar Heard,1980,0.0,9.794775735630914,10.309714285714286,10.101973684210526,-5.589594077883127,4.873420573638133,23.934604385003244,0.0,
Ernie Grunfeld,1980,0.0,4.212097221535596,0.0,9.036842105263156,-1.9386779422407117,3.8683879107286705,22.092044503002562,0.0,
John Williamson,1980,0.0,9.935864349643698,0.0,2.7059210526315787,2.3918564769611095,3.545315679278176,21.49974541200999,-0.1668081343274581,
Harvey Catchings,1980,0.0,13.346896337479793,10.200000000000001,13.865131578947368,-3.795303411976393,7.406745204016592,28.579032874030418,0.0,
John Shumate,1980,0.0,20.579131026455745,0.0,21.08421052631579,-2.960640514222136,11.800702222995723,36.63462074215882,0.0,
Billy McKinney,1980,0.0,9.345365090485426,0.0,13.666447368421053,-2.6752631578947366,6.573038824390411,27.050571178049086,-0.03126713487940625,
Terry Duerod,1980,0.0,5.164806418959462,0.0,-3.0046052631578952,0.0,0.4071450622672012,15.746432614156536,0.0,
Campy Russell,1980,0.0,0.0,0.0,16.04671052631579,0.0,6.062035714285714,26.113732142857142,-0.03949037181122428,
John Lambert,1980,0.0,7.198255745361273,0.0,2.5085526315789473,0.0,2.4291694208115815,19.4534772714879,0.0,
Alvin Scott,1980,0.0,5.412613905214854,10.200000000000001,7.283552631578947,-4.766265230505031,3.0270743532073885,20.549636314213544,0.0,
Scott May,1980,0.0,9.2998872607985,0.0,10.990131578947368,0.0,6.434781880323239,26.79710011392594,-0.012014877397959145,
Abdul Jeelani,1980,0.0,22.304723008665707,0.0,26.98881578947368,0.0,14.995297387375354,41.49294608106303,0.22247109401298698,
Larry Wright,1980,0.0,10.596806761536607,0.0,9.16907894736842,3.889388479044502,6.47316140964276,26.86746258434506,-0.04329714761131716,
Jim Paxson,1980,0.0,5.3306371789292335,0.0,-8.323684210526316,-0.7120152229378591,-2.169744805569549,12.396306233316542,0.0,
Jack Givens,1980,0.0,5.040818885276925,12.466285714285714,7.774342105263158,-4.312507739938081,3.364527398116125,21.168300229879563,0.0,
Mike Evans,1980,0.0,8.627490681360396,0.0,-8.324342105263158,5.225539069605014,-0.5656418291473193,14.321229805023217,-0.04886793506493502,
Lloyd Walton,1980,0.0,11.820078531843507,13.998857142857142,-0.024342105263158192,-2.9060681114551086,2.082141533212518,18.817259477556284,0.0,
David Thompson,1980,0.0,3.7741578257541555,0.0,24.696052631578947,0.0,10.542152508487739,34.32727959889419,0.7345889779285729,
Greg Kelser,1980,0.0,10.303952225771408,0.0,8.804605263157896,0.0,5.9897386975707265,25.981187612213,0.040767119929035645,
Tom Abernethy,1980,0.0,3.662774253173781,0.0,8.154605263157896,0.0,4.137773863007764,22.58591874884757,0.0,
Lionel Hollins,1980,0.0,1.3104008472257576,51.79428571428572,-6.4125000000000005,-2.3845797520455516,-1.036961606022219,13.755646072773336,-0.2649035806447125,
Kim Hughes,1980,0.0,10.98644945094836,0.0,13.805263157894734,0.0,7.8944242259689945,29.473111080943156,0.0,
Phil Hubbard,1980,0.0,11.527733627268738,0.0,1.2842105263157895,0.0,3.381046283948657,21.19858485390587,0.0,
Ron Lee,1980,0.0,13.357706912286206,0.0,4.34078947368421,0.0,4.454618451580103,23.16680049456352,0.0,
Tom LaGarde,1980,0.0,8.171459365310804,21.370514285714282,5.726315789473683,-8.154901674583977,2.6922237208457083,19.93574348821713,0.0,
Raymond Townsend,1980,0.0,4.456742650479316,0.0,-5.282894736842106,0.0,-0.8652348370501377,13.961718195539833,0.0,
Hollis Copeland,1980,0.0,3.876604050321607,0.0,3.8263157894736834,0.0,2.0974519299326166,18.845328538209795,0.0,
Joe Hassett,1980,0.0,5.765949865917079,0.0,10.694078947368421,0.0,5.363885186128301,24.833789507901884,0.0,
Nick Weatherspoon,1980,0.0,4.263928256980959,0.0,-11.111184210526316,0.0,-3.1919044311133633,11.169714682663964,0.0,
Johnny High,1980,0.0,5.028505838131305,14.153142857142859,1.1322368421052627,-3.3249587523496236,0.986941110902102,16.809392036653854,0.0,
Roy Hamilton,1980,0.0,7.6624232923366735,0.0,-11.557894736842107,0.0,-2.330510156228346,12.203387812525984,0.0,
Gary Garland,1980,0.0,6.511245388096819,0.0,-2.273026315789475,0.0,0.7813893092781093,16.432547067009867,0.0,
Winford Boynes,1980,0.0,7.652812462341182,0.0,8.645394736842105,0.0,5.305039029790061,24.725904887948445,0.0,
Richard Washington,1980,0.0,7.944622699346844,12.130285714285716,5.66907894736842,-2.7202360519646667,3.4091884362393556,21.25017879977215,0.0,
Tom McMillen,1980,0.0,10.284845880436611,0.0,18.864473684210523,0.0,9.082285888859941,31.65085746290989,0.0,
Gerald Henderson,1980,0.0,10.308494297311938,33.04342857142857,11.137500000000001,-5.841283924729102,5.928175394396967,25.868321556394438,0.028152239853896283,
Willie Smith,1980,0.0,13.798142102600284,0.0,9.066447368421052,0.0,6.307145555831774,26.563100185691585,-0.05646736363636361,
Mike Dunleavy,1980,0.0,12.521712523735252,18.164571428571428,6.657894736842105,6.134029400536773,6.610209366525466,27.118717171963354,0.08600828392857189,
Glen Gondrezick,1980,0.0,17.290389638507524,0.0,26.98355263157895,0.0,14.24584293519769,40.368764402796536,0.0,
Jim Brewer,1980,0.0,9.878142020313469,0.0,15.505263157894738,8.888025765188138,9.568238588983819,32.541770746470334,0.0,
Adrian Dantley,1981,29.1621895115427,48.98209648469391,0.0,53.10394736842105,0.0,36.79087889402127,67.13973875577393,2.6720909090909086,
Moses Malone,1981,37.88713263454667,41.73825307487822,48.35657142857143,50.54342105263158,6.391633564128343,38.445771294990216,69.001492706864,0.7634750492989589,
Larry Bird,1981,34.61642305756883,22.420943178385002,100.0,46.57236842105263,23.818722702244067,36.26983743691139,66.55356711652531,0.029239307100858706,
Mike Mitchell,1981,6.764355728358552,15.597859207589298,0.0,18.71578947368421,0.0,12.178377783645024,37.267566675467535,-0.014885424694708396,
Michael Ray Richardson,1981,25.377644817432913,15.547540846031271,0.0,33.83684210526316,-2.79625386996904,20.60029633360982,49.25037041701228,-0.1379579375848035,
Alex English,1981,0.0,20.339013074795666,0.0,33.64605263157895,0.0,17.334065008480813,45.001097512721216,0.18650016734509273,
Truck Robinson,1981,7.34211812624377,12.542246696777127,14.876571428571427,19.41578947368421,-5.85504627936339,10.719399572610836,34.65223254978653,0.0,
