player,season_end,old_postseason_perf,old_po_level,old_po_elevation,old_po_deep_run,old_po_responsibility,old_prime_raw,old_prime_score,old_perf_only_raw,old_performance_only
Kermit Washington,1980,-3.4792653843162724,-2.7505428843162725,-0.7287225,0.0,0.55,20.661985149425117,49.3274814367814,17.60468356212353,45.407025343185296
Mickey Johnson,1980,0.0,0.0,0.0,0.0,0.0,18.55365706097426,46.69207132621783,18.180641187958386,46.22580148494798
Brian Winters,1980,-2.3934435380070354,-3.8297161570546545,1.436272619047619,0.0,0.57664,10.813928495248465,34.82553557462219,10.31480151112148,33.910469437056044
Maurice Cheeks,1980,-6.571938690383098,-5.091235565383098,-1.4807031249999998,0.0,0.55,18.017148065296997,46.02143508162125,16.525719493868426,43.78857924080264
Eddie Johnson,1980,3.3246026049489124,2.7987807795520863,0.5258218253968261,0.0,0.68986,21.719059737340938,50.648824671676174,18.480091483372686,46.600114354215854
Phil Ford,1980,0.2671181576502108,-0.15278065187359888,0.4198988095238097,0.0,0.6998500000000001,12.711830087532524,38.067745131298786,12.813020563723,38.2195308455845
Dan Roundfield,1980,0.006784552384407846,0.40619913571774185,-0.399414583333334,0.0,0.7364800000000001,29.665194211816324,59.66519421181633,20.442733894356007,49.05341736794501
World B. Free,1980,0.0,0.0,0.0,0.0,0.0,23.640683233897377,53.050854042371725,21.920207043421186,50.90025880427648
Ray Williams,1980,0.0,0.0,0.0,0.0,0.0,22.513538749407807,51.64192343675976,22.338935574804633,51.42366946850579
Darryl Dawkins,1980,8.018420507599764,1.134090150456906,6.884330357142858,0.0,0.7031800000000001,12.255268288574884,37.38290243286232,10.787649240955837,34.777356941752366
John Johnson,1980,-10.117977309467284,-9.895399184467284,-0.22257812499999932,0.0,0.5999500000000001,8.353916563779544,30.315513700262496,7.238932436795418,28.27137613412493
Mike Newlin,1980,0.0,0.0,0.0,0.0,0.0,15.44595715540725,42.16893573311087,14.997544456994552,41.49631668549183
Don Buse,1980,-8.290122777777778,-7.342222222222222,-0.9479005555555554,0.0,0.55,8.771349932733102,31.080808210010687,5.771746758129926,25.581535723238197
Greg Ballard,1980,-3.2444444444444445,-2.271111111111111,-0.9733333333333333,0.0,0.67987,14.743387858599021,41.11508178789853,14.493387858599021,40.74008178789853
Foots Walker,1980,0.0,0.0,0.0,0.0,0.0,13.609698491793276,39.414547737689915,13.498587380682165,39.24788107102325
Sam Lacey,1980,-3.6430026759650795,-2.8517237870761907,-0.791278888888889,0.0,0.55,15.35145950591235,42.027189258868525,15.407015061467906,42.11052259220186
Alex English,1980,0.0,0.0,0.0,0.0,0.0,12.070269910142114,37.105404865213174,12.070269910142114,37.105404865213174
Jan van Breda Kolff,1980,0.0,0.0,0.0,0.0,0.0,6.610349277247352,27.11897367495348,6.185746102644178,26.340534521514325
Jim Chones,1980,-14.0,-13.657777777777778,-2.511415347222222,0.0,0.55,1.8375380197404545,18.3688197028575,0.6776173848198193,16.242298538836334
Ron Boone,1980,0.0,0.0,0.0,0.0,0.0,0.1558241318717526,15.285677575098212,0.1558241318717526,15.285677575098212
Bob Wilkerson,1980,0.0,0.0,0.0,0.0,0.0,-1.5018572231900722,13.197771332171913,-1.7161429374757866,12.940628475029055
John Long,1980,0.0,0.0,0.0,0.0,0.0,8.862227583175637,31.247417235822,8.370164091112144,30.345300833705597
Ben Poquette,1980,0.0,0.0,0.0,0.0,0.0,10.452540585970981,34.16299107428013,10.075556458986854,33.471853508142566
Scott Wedman,1980,1.6936978292561256,0.32832719433549,1.3653706349206354,0.0,0.78976,17.31878050725905,44.978170760888574,14.699970983449521,41.049956475174284
Tom Owens,1980,-1.7337963057381176,-1.32887446546034,-0.40492184027777767,0.0,0.55,15.259470941910921,41.88920641286638,15.092804275244255,41.639206412866386
Mike Bantom,1980,0.0,0.0,0.0,0.0,0.0,6.78174917573954,27.433206822189156,6.692463461453825,27.269516345998678
Joe Bryant,1980,0.0,0.0,0.0,0.0,0.0,1.731222951848348,18.173908745055304,1.5526515232769194,17.84652779267435
Junior Bridgeman,1980,-5.511111111111111,-3.8577777777777778,-1.6533333333333333,0.0,0.81307,11.945996739054385,36.90099402159971,11.468695151752797,36.02594111154679
James Edwards,1980,0.0,0.0,0.0,0.0,0.0,12.640275507175936,37.9604132607639,12.509323126223554,37.76398468933533
Walter Davis,1980,-3.917901216751433,-1.2852230917514331,-2.6326781249999995,0.0,0.92296,25.78281885226592,55.728523565332395,24.007660122107186,53.509575152633985
John Drew,1980,-6.4023177083333325,-4.666666666666666,-1.7356510416666666,0.0,0.81307,13.799459678013367,39.69918951702005,12.000491424045114,37.00073713606767
Allan Bristow,1980,0.0,0.0,0.0,0.0,0.0,11.166451438392453,35.47182763705283,10.781530803471819,34.766139806365004
Robert Reid,1980,-1.314888299332515,-1.5828146882214034,0.26792638888888826,0.0,0.64657,11.70656643286493,36.46203846025237,11.068550559849056,35.292342693056604
James Silas,1980,-2.8016948488569677,-2.5787385988569675,-0.22295625000000016,0.0,0.6665500000000001,12.450000170091704,37.675000255137554,12.418254138345672,37.62738120751851
John Roche,1980,0.0,0.0,0.0,0.0,0.0,8.423517620820336,30.443115638170614,8.054470001772717,29.766528336583313
Lonnie Shelton,1980,-9.536000031610138,-7.562531281610138,-1.9734687499999999,0.0,0.55,15.750089091424385,42.62513363713658,14.63510496444026,40.95265744666039
George McGinnis,1980,0.0,0.0,0.0,0.0,0.0,5.739909426456629,25.523167281837154,5.739909426456629,25.523167281837154
Dave Meyers,1980,-6.889959375000001,-6.066666666666666,-0.8232927083333336,0.0,0.59662,6.0059313720376934,26.010874182069106,5.528629784736107,25.135821272016194
Billy Paultz,1980,-5.688888888888889,-3.982222222222222,-1.7066666666666666,0.0,0.55,8.034875432371173,29.73060495934715,7.269875432371173,28.32810495934715
Alvan Adams,1980,15.868867944394953,12.12179478288302,3.459741170634922,0.28733199087701156,0.6698800000000001,23.916512596571593,53.39564074571449,23.47690942196842,52.84613677746052
Dave Cowens,1980,-1.6164077683333342,-4.726054296111112,3.1096465277777776,0.0,0.55,14.66223539039505,40.993353085592574,10.862965549125208,34.91543684006288
Sidney Wicks,1980,0.0,0.0,0.0,0.0,0.0,-0.7584018813910376,14.089917742330755,-0.9012590242481804,13.918489170902184
Bob Lanier,1980,16.072136659183904,11.049493263698876,4.8673777777777785,0.1552656177072508,0.6931900000000001,24.786126429419287,54.48265803677411,24.021126429419287,53.52640803677411
Bobby Jones,1980,19.375438225243524,15.311331082386381,4.064107142857142,0.0,0.6166,28.21794802545987,58.21794802545987,24.17048770799955,53.713109634999434
Tree Rollins,1980,0.06522668705957606,1.1337743259484645,-1.0685476388888884,0.0,0.55,23.90140391317493,53.376754891468664,23.314975341746358,52.643719177182945
Allen Leavell,1980,-6.134045451388889,-4.635555555555555,-1.4984898958333335,0.0,0.55,11.066220748840584,35.288071372874406,10.450030272650107,34.158388833191864
Bingo Smith,1980,0.0,0.0,0.0,0.0,0.0,0.5016841570581547,15.91975428793995,0.5016841570581547,15.91975428793995
Terry Furlow,1980,0.0,0.0,0.0,0.0,0.0,7.928111464799004,29.534871018798174,7.928111464799004,29.534871018798174
George Johnson,1980,0.0,0.0,0.0,0.0,0.0,7.4478161295391105,28.6543295708217,7.031149462872444,27.890440681932812
Robert Parish,1980,0.0,0.0,0.0,0.0,0.0,14.014610961655709,40.021916442483565,13.657468104512851,39.48620215676928
Freeman Williams,1980,0.0,0.0,0.0,0.0,0.0,12.638385999403043,37.95757899910456,12.328862189879233,37.49329328481885
Chris Ford,1980,-9.9901859375,-8.68,-1.3101859375,0.0,0.55,10.769899043544315,34.744814913164575,9.690629202274474,32.7661535375032
Mark Olberding,1980,-1.617677389082849,-2.118045345432056,0.5003679563492067,0.0,0.55,5.954550729034833,25.91667633656386,6.02201104649515,26.040353585241107
Bob McAdoo,1980,0.0,0.0,0.0,0.0,0.0,7.20946975756292,28.217361222198686,6.725342773435936,27.32979508463255
Armond Hill,1980,-4.008263055555556,-3.391111111111111,-0.6171519444444444,0.0,0.55666,3.4042780482535524,21.24117642179818,2.8853097942852983,20.28973462285638
Tom Boswell,1980,0.0,0.0,0.0,0.0,0.0,9.138711120663157,31.754303721215788,9.138711120663157,31.754303721215788
Reggie King,1980,-2.5765942655444447,-2.3272880502666666,-0.2493062152777777,0.0,0.55,11.240301490284734,35.60721939885534,11.34149196647521,35.792735271871216
Jo Jo White,1980,0.0,0.0,0.0,0.0,0.0,1.5786579300578802,17.894206205106112,1.352467453867404,17.479523665423574
Henry Bibby,1980,-14.0,-12.444444444444443,-1.8012500000000002,0.0,0.5599900000000001,2.7999303418925168,20.133205626802948,1.3323112942734694,17.442570706168027
Dudley Bradley,1980,0.0,0.0,0.0,0.0,0.0,8.955663580694686,31.418716564606925,8.838600088631194,31.204100162490523
M.L. Carr,1980,-5.245164094387656,-4.763295344387656,-0.48186875,0.0,0.7498,11.396687036328242,35.893926233268445,10.3174171950584,33.91526485760706
Michael Cooper,1980,-14.0,-14.0,-0.10845312499999955,0.0,0.55,7.0275566253822435,27.88385381320078,5.867635990461608,25.757332649179613
Kevin Restani,1980,0.2914028195027518,-0.47341801383058146,0.7648208333333333,0.0,0.59662,6.854382883590809,27.56636861991648,6.90597018517811,27.6609453394932
Rick Robey,1980,-4.996411736111111,-4.697777777777778,-0.2986339583333332,0.0,0.57664,11.337099919825565,35.78468318634687,10.257830078555724,33.80602181068549
Bill Robinzine,1980,-0.7448994254173066,-0.6407741129173063,-0.10412531250000016,0.0,0.6365800000000001,10.46585754985507,34.18740550806763,10.567048026045546,34.3729213810835
Billy Knight,1980,0.0,0.0,0.0,0.0,0.0,15.656004937940153,42.48400740691023,15.517116049051264,42.275674073576894
Kent Benson,1980,0.0,0.0,0.0,0.0,0.0,7.23153700997525,28.25781785162129,7.23153700997525,28.25781785162129
Maurice Lucas,1980,0.0,0.0,0.0,0.0,0.0,6.451812202404488,26.828322371074893,6.451812202404488,26.828322371074893
Larry Demic,1980,0.0,0.0,0.0,0.0,0.0,-5.705684627794041,8.15317844664715,-5.483462405571819,8.419845113313817
Charlie Scott,1980,0.0,0.0,0.0,0.0,0.0,-6.481152721066317,7.22261673472042,-6.64385113376473,7.0273786394823246
Steve Hawes,1980,-1.207571043460929,-1.0988734740164845,-0.10869756944444464,0.0,0.55,15.350298488546214,42.02544773281932,14.83133023457796,41.24699535186694
T.R. Dunn,1980,-0.91933,-0.7466666666666667,-0.17266333333333334,0.0,0.55,7.323063845458098,28.42561705000651,7.271476543870796,28.331040330429794
Rich Kelley,1980,0.9478252673142862,-0.88154893903492,1.8293742063492062,0.0,0.55,11.903173043575054,36.82248391322093,11.138173043575053,35.41998391322093
Kenny Carr,1980,0.0,0.0,0.0,0.0,0.0,8.113263756377785,29.874316886692604,8.113263756377785,29.874316886692604
Rudy Tomjanovich,1980,-8.222222222222221,-5.7555555555555555,-2.466666666666667,0.0,0.5833,5.501285569159249,25.08569021012529,4.934698267571948,24.046946823881903
Coby Dietrick,1980,0.0,0.0,0.0,0.0,0.0,8.135231283777479,29.914590686925376,7.789993188539383,29.28165417898887
Kevin Grevey,1980,6.704309472014615,4.309720296909546,2.24,0.1545891751050691,0.6265900000000001,8.005518401001584,29.676783735169572,7.888454908938092,29.46216733305317
Rick Barry,1980,-3.511111111111111,-2.457777777777778,-1.0533333333333332,0.0,0.75646,9.953079088723614,33.24731166265996,9.35474575539028,32.150367218215514
Paul Griffin,1980,-3.0666666666666664,-2.1466666666666665,-0.9199999999999999,0.0,0.55,13.614551233863308,39.421826850794965,13.574868694180768,39.362303041271154
Charlie Criss,1980,-0.09914996951867824,-2.135572985391694,2.0364230158730154,0.0,0.6598900000000001,5.044672089151382,24.248565496777534,4.525703835183128,23.297123697835733
Duck Williams,1980,0.0,0.0,0.0,0.0,0.0,-2.810196505646646,11.627764193224024,-3.028450473900614,11.365859431319263
Jim Cleamons,1980,-0.888888888888889,-0.6222222222222222,-0.26666666666666666,0.0,0.55,3.627861802648996,21.65107997152316,3.627861802648996,21.65107997152316
Leon Douglas,1980,0.0,0.0,0.0,0.0,0.0,2.8327127313210134,20.193306674088525,2.356522255130537,19.32029080107265
Wayne Cooper,1980,0.0,0.0,0.0,0.0,0.0,4.095504150741586,22.508424276359573,3.861377166614602,22.07919147212677
Fred Brown,1980,-9.91581048804719,-8.018215383880523,-1.8975951041666674,0.0,0.8863300000000001,12.087411592127312,37.131117388190965,10.972427465143186,35.116117019429176
Quinn Buckner,1980,-6.849705729166667,-5.133333333333333,-1.716372395833333,0.0,0.55,13.99177587472728,39.98766381209092,12.074474287425693,37.11171143113854
Clifford Ray,1980,0.0,0.0,0.0,0.0,0.0,5.256154994084461,24.636284155821514,4.990281978211446,24.14885029338765
Cliff Robinson,1980,0.0,0.0,0.0,0.0,0.0,9.954197266290157,33.24936165486529,9.533562345655236,32.478197633701264
Purvis Short,1980,0.0,0.0,0.0,0.0,0.0,13.046751962138023,38.570127943207034,12.697545612931673,38.04631841939751
James Hardy,1980,0.0,0.0,0.0,0.0,0.0,4.815630136002799,23.828655249338464,4.48626505663772,23.224819270502486
Paul Silas,1980,-4.815741468253968,-7.995555555555556,3.179814087301587,0.0,0.55,1.8893601386023455,18.463826920770966,0.7743760116182187,16.4196893546334
Austin Carr,1980,0.0,0.0,0.0,0.0,0.0,4.632332881429834,23.49261028262136,4.6680471671441195,23.558086473097553
Dave Twardzik,1980,-0.888888888888889,-0.6222222222222222,-0.26666666666666666,0.0,0.55,9.074708910259575,31.636966335475886,9.046931132481797,31.58604040954996
Mike Bratz,1980,7.182309508718679,1.9245317309409016,5.257777777777777,0.0,0.7731100000000001,4.192682972718832,22.686585449984527,3.753079798115657,21.880646296545372
Bob Gross,1980,-2.0088581249999997,-1.5866666666666667,-0.42219145833333344,0.0,0.55,4.427004054943623,23.116174100729975,4.425019927959497,23.11253653459241
Artis Gilmore,1980,0.0,0.0,0.0,0.0,0.0,21.244298112707085,50.05537264088386,20.835567953976927,49.54445994247116
Joe Meriweather,1980,0.0,0.0,0.0,0.0,0.0,4.31611236705612,22.91287267293622,4.474842525786279,23.203877963941512
Sidney Moncrief,1980,9.197032882268832,6.276456493379944,2.9205763888888896,0.0,0.5533300000000001,15.615932010403517,42.423898015605275,15.13863042310193,41.707945634652894
Phil Smith,1980,0.0,0.0,0.0,0.0,0.0,6.576840857292911,27.05754157170367,6.287158317610372,26.526456915619015
Tom Henderson,1980,0.33861085911034644,-4.032353724222986,4.370964583333333,0.0,0.55,3.2633618831921973,20.982830119185696,2.696774581604896,19.94408673294231
Eric Money,1980,0.0,0.0,0.0,0.0,0.0,-0.11489183437633566,14.862129798748397,-0.11489183437633566,14.862129798748397
Major Jones,1980,2.8957071342633984,0.7179293564856205,2.177777777777778,0.0,0.55,3.0265065233222117,20.548595292757387,2.4599192217349097,19.509851906514
Spencer Haywood,1980,-6.378701041666667,-4.511111111111111,-1.8675899305555557,0.0,0.6765400000000001,5.756080146655542,25.552813602201827,4.596159511734906,23.42629243818066
Steve Mix,1980,-4.924560689800614,-3.373713467578391,-1.5508472222222223,0.0,0.8164,18.986034721145803,47.23254340143225,17.518415673526754,45.27762351029013
Clemon Johnson,1980,0.0,0.0,0.0,0.0,0.0,8.827762253652661,31.184230798363213,8.738476539366948,31.02054032217274
Ollie Johnson,1980,0.0,0.0,0.0,0.0,0.0,5.313197070013,24.740861295023834,4.995736752552682,24.15885071301325
Jim McElroy,1980,-0.4825015873015872,-0.9955555555555555,0.5130539682539683,0.0,0.55,0.6850253390316018,16.255879788224604,-0.07997466096839827,14.904030406837922
Roger Phegley,1980,0.0,0.0,0.0,0.0,0.0,5.943093309519261,25.89567106745198,5.943093309519261,25.89567106745198
Mark Landsberger,1980,-8.666666666666668,-6.066666666666666,-2.6,0.0,0.55,7.429960583261499,28.621594402646082,5.779960583261499,25.59659440264608
Kevin Porter,1980,-1.9335229861111112,-1.5244444444444443,-0.40907854166666663,0.0,0.5666500000000001,5.125158086601999,24.396123158770333,5.06563427707819,24.28699617464335
Mike Gale,1980,-2.2411337348333333,-2.1416994639999998,-0.09943427083333334,0.0,0.55,7.79328508104459,29.287689315248414,7.852808890568399,29.3968162993754
Bob Dandridge,1980,0.0,0.0,0.0,0.0,0.0,5.211218875058318,24.553901270940248,5.139790303629747,24.422948889987868
Dwight Jones,1980,0.0,0.0,0.0,0.0,0.0,7.273378533939908,28.334527312223166,7.273378533939908,28.334527312223166
Bill Willoughby,1980,0.0,0.0,0.0,0.0,0.0,6.036367629037592,26.06667398656892,6.072081914751878,26.13215017704511
Gar Heard,1980,-7.341330347222223,-6.937777777777778,-0.40355256944444456,0.0,0.55,5.013816616585666,24.191997130407053,4.574213441982492,23.3860579769679
Ernie Grunfeld,1980,-1.0379422222222223,-0.9955555555555555,-0.04238666666666665,0.0,0.55,4.030520340331998,22.389287290608664,4.1317108165224745,22.574803163624537
John Williamson,1980,1.4462550912564687,0.9040718571294847,0.5421832341269842,0.0,1.01953,3.6243193131348472,21.644585407413885,3.6243193131348472,21.644585407413885
Harvey Catchings,1980,-2.031954648888889,-1.8876590933333337,-0.1442955555555556,0.0,0.55,8.183147981372342,30.002437965849293,7.705846394070755,29.127385055796385
John Shumate,1980,-3.3222041666666664,-2.4266666666666667,-0.8955375,0.0,0.55,11.735620765555707,36.51530473685213,11.735620765555707,36.51530473685213
Billy McKinney,1980,-1.511111111111111,-1.0577777777777777,-0.45333333333333337,0.0,0.55,6.785212632141334,27.43955649225911,6.886403108331811,27.625072365274985
Terry Duerod,1980,0.0,0.0,0.0,0.0,0.0,0.4071450622672012,15.746432614156536,-0.05714065201851315,14.931431217577785
Campy Russell,1980,0.0,0.0,0.0,0.0,0.0,6.062035714285714,26.113732142857142,6.09775,26.17920833333333
John Lambert,1980,0.0,0.0,0.0,0.0,0.0,2.4291694208115815,19.4534772714879,2.464883706525867,19.518953461964088
Alvin Scott,1980,-4.383842361111111,-4.355555555555556,-0.02828680555555548,0.0,0.55,3.554910469698294,21.51733586111354,3.1153072950951195,20.711396707674385
Scott May,1980,0.0,0.0,0.0,0.0,0.0,6.435791130024668,26.798950405045225,6.130235574469113,26.23876521986004
Abdul Jeelani,1980,0.0,0.0,0.0,0.0,0.0,15.016929815478262,41.525394723217396,14.961374259922707,41.44206138988406
Larry Wright,1980,2.485445751965194,1.4326026665981701,1.0266666666666666,0.02617641870035694,0.8663500000000001,6.224088679167836,26.41082924514103,6.1605966156757725,26.294427128738917
Jim Paxson,1980,-0.5027785714285714,-1.368888888888889,0.8661103174603175,0.0,0.6199300000000001,-2.132082208297877,12.441501350042547,-2.134066335282004,12.439120397661595
Jack Givens,1980,-1.6,-1.12,-0.48,0.0,0.6265900000000001,4.243790219876408,22.780282069773413,3.7248219659081543,21.828840270831616
Mike Evans,1980,1.3608975605155091,0.9154749355539219,0.37333333333333335,0.07208929162825393,1.09612,-1.257172394237976,13.491393126914428,-1.1024104894760711,13.677107412628715
Lloyd Walton,1980,-0.17777777777777778,-0.12444444444444444,-0.05333333333333333,0.0,0.64657,2.9182680789887234,20.35015814481266,2.440966491687136,19.47510523475975
David Thompson,1980,0.0,0.0,0.0,0.0,0.0,10.73580703434174,34.68231289629319,10.370727669262374,34.01300072698102
Greg Kelser,1980,0.0,0.0,0.0,0.0,0.0,6.100554259496687,26.184349475743925,5.620395529337957,25.30405847045292
Tom Abernethy,1980,0.0,0.0,0.0,0.0,0.0,4.137773863007764,22.58591874884757,3.8679325931664943,22.09120975413857
Lionel Hollins,1980,-2.733348214285712,-14.0,11.266651785714288,0.0,0.6532300000000001,-0.7113165998798641,14.146420080144162,-2.631316599879864,11.842420080144162
Kim Hughes,1980,0.0,0.0,0.0,0.0,0.0,7.8944242259689945,29.473111080943156,7.553154384699154,28.847449705281782
Phil Hubbard,1980,0.0,0.0,0.0,0.0,0.0,3.381046283948657,21.19858485390587,2.9088240617264347,20.33284411316513
Ron Lee,1980,0.0,0.0,0.0,0.0,0.0,4.454618451580103,23.16680049456352,4.454618451580103,23.16680049456352
Tom LaGarde,1980,-5.657696041666667,-5.071111111111112,-0.5865849305555557,0.0,0.55,3.988605306199395,22.312443061365556,2.8736211792152684,20.26830549522799
Raymond Townsend,1980,0.0,0.0,0.0,0.0,0.0,-0.8652348370501377,13.961718195539833,-1.071584043399344,13.714099147920786
Hollis Copeland,1980,0.0,0.0,0.0,0.0,0.0,2.0974519299326166,18.845328538209795,2.268086850567537,19.158159226040485
Joe Hassett,1980,0.0,0.0,0.0,0.0,0.0,5.363885186128301,24.833789507901884,5.274599471842587,24.67009903171141
Nick Weatherspoon,1980,0.0,0.0,0.0,0.0,0.0,-3.1919044311133633,11.169714682663964,-3.326825066033998,11.007809920759202
Johnny High,1980,-2.6963214285714288,-3.7333333333333334,1.0370119047619049,0.0,0.55,1.4405015434678916,17.6409194963578,1.0008983688647168,16.834980342918648
Roy Hamilton,1980,0.0,0.0,0.0,0.0,0.0,-2.330510156228346,12.203387812525984,-2.7828911086092987,11.66053066966884
Gary Garland,1980,0.0,0.0,0.0,0.0,0.0,0.7813893092781093,16.432547067009867,0.5036115315003316,15.923287807750608
Winford Boynes,1980,0.0,0.0,0.0,0.0,0.0,5.305039029790061,24.725904887948445,4.892340617091648,23.96929113133469
