player,season_end,pre_recognition,pre_traditional_production,pre_team_achievement,pre_prime_raw,pre_prime_score,pre_statistical_impact,pre_postseason_perf
Craig Hodges,1985,0.0,8.194636898573041,25.5,7.923534182762322,29.526479335064256,18.74342105263158,-7.480309597523219
Darrell Walker,1985,0.0,12.724373508835914,0.0,8.83194924493635,31.191906949049976,15.399342105263157,0.0
Vern Fleming,1985,0.0,7.07904159341396,0.0,4.822274660542858,23.840836877661907,7.657236842105264,0.0
Thurl Bailey,1985,0.0,9.96898540776738,25.5,8.560000003413917,30.69333333959218,18.521052631578947,-7.462338549729102
LaSalle Thompson,1985,0.0,17.685551264074874,0.0,11.843038156028115,36.712236619384875,20.364473684210523,0.0
Louis Orr,1985,0.0,6.756555501318655,0.0,8.620297530697792,30.803878806279286,17.963157894736838,0.0
Clark Kellogg,1985,0.0,21.955150677110375,0.0,16.118863628725165,43.17829544308775,29.004605263157895,0.0
Marques Johnson,1985,0.0,10.084785019122378,0.0,5.398800645261491,24.8978011829794,7.867763157894737,0.0
Rickey Green,1985,0.0,13.79024744765881,25.5,16.02730088843109,43.040951332646635,28.434868421052634,8.158368510167476
Mike Gminski,1985,0.0,9.964569184113511,0.0,10.47105182018909,34.19692833701333,23.280263157894737,-1.8985837900673472
Jack Sikma,1985,6.4,25.59137070144547,0.0,23.980703840569547,53.47587980071194,44.29802631578948,0.0
John Bagley,1985,0.0,16.051278165546314,0.0,11.950373290143906,36.90901769859716,23.832894736842107,-4.30486068111455
James Donaldson,1985,0.0,29.932421909215602,0.0,12.759963483090159,38.13994522463524,16.031578947368423,0.0
Larry Drew,1985,0.0,12.954658661722728,0.0,8.552029665763119,30.67872105389905,14.433552631578944,0.0
Charles Barkley,1985,0.0,26.15370707886325,49.6,20.81826567832786,49.52283209790983,32.132894736842104,10.650274896271506
Roy Hinson,1985,0.0,16.247342875720364,0.0,10.636950624142976,34.50107614426212,17.973026315789472,0.7368464311968723
Sam Perkins,1985,0.0,8.599206987235608,0.0,10.20357431566666,33.70655291205554,20.569078947368425,2.931215524861822
Steve Stipanovich,1985,0.0,12.960322066386103,0.0,11.542146590170036,36.160602081978396,22.011184210526313,0.0
Byron Scott,1985,0.0,21.659501347045815,55.00000000000001,15.3068822149548,41.9603233224322,27.167105263157893,-4.300197926929887
Rory Sparrow,1985,0.0,12.994766039015097,0.0,9.224848679640983,31.9122225793418,16.275000000000002,0.0
T.R. Dunn,1985,7.2,4.414978410011406,49.6,7.234986252129579,28.26414146223756,13.915131578947367,-9.168519202205882
Darnell Valentine,1985,0.0,12.568294624642597,25.5,11.149122814246603,35.44005849278544,21.008552631578947,-0.7636608662124615
Mark Olberding,1985,0.0,17.805320138969474,0.0,8.595918575984935,30.75918405597238,11.868421052631579,0.0
Lester Conner,1985,0.0,9.717925359661319,0.0,7.736429308693861,29.18345373260541,13.717105263157896,0.0
Jim Paxson,1985,0.0,14.669243934134892,25.5,13.51130608354163,39.26695912531245,28.7,-6.329028008981102
Phil Hubbard,1985,0.0,19.41725601999479,0.0,12.43183755123144,37.64775632684716,21.33421052631579,-0.1510943743235515
World B. Free,1985,0.0,23.149258581519117,0.0,18.471635134057223,46.58954391757153,33.550000000000004,2.437399496551567
Andrew Toney,1985,0.0,23.64000560531366,49.6,12.591856990185157,37.88778548527773,21.973026315789472,-10.670732763157895
Derek Harper,1985,0.0,13.937642973083967,0.0,12.71848290273062,38.077724354095935,27.301315789473687,-3.5377454193837075
Sam Bowie,1985,0.0,19.24104059104357,25.5,13.978190457044807,39.96728568556721,28.03223684210526,-7.6592664781346755
Larry Nance,1985,6.4,30.44451585454555,0.0,24.82479024864649,54.530987810808114,44.03223684210527,0.0
Michael Cooper,1985,18.400000000000002,11.153046447552514,55.00000000000001,18.003745780345447,46.00468222543181,22.05,13.298241485760343
Danny Vranes,1985,7.2,6.362508842531026,0.0,3.1704526145072736,20.812496459930003,0.35986842105263167,0.0
Alvan Adams,1985,0.0,27.862598907541262,0.0,21.046959637419093,49.808699546773866,39.81644736842105,-1.4408442115577622
Lewis Lloyd,1985,0.0,14.88673611767903,0.0,11.533069948698097,36.14396157261318,20.5625,4.492186552631766
Doc Rivers,1985,0.0,20.647292415970913,0.0,18.677975178397663,46.84746897299708,37.02894736842105,0.0
Quintin Dailey,1985,0.0,14.540335803249276,0.0,4.580405295568012,23.397409708541353,6.405921052631578,-3.0297908953415247
Vinnie Johnson,1985,0.0,11.78789158255183,25.5,9.479617435113829,32.37929863104202,18.326315789473682,-1.819629999531426
Gene Banks,1985,0.0,24.28397989825735,0.0,14.062999183060143,40.094498774590214,24.74013157894737,-1.7125386996904024
Alton Lister,1985,0.0,15.233271502558416,25.5,11.398177064785008,35.89665795210585,23.426315789473687,-6.274589513157895
George Gervin,1985,6.4,25.592769374244153,0.0,13.014087727048148,38.521131590572224,19.281578947368423,-4.336250859302438
Rick Mahorn,1985,0.0,10.702674962158653,0.0,5.509614283820676,25.100959520337906,8.986184210526316,-1.699422841284968
Pat Cummings,1985,0.0,14.330228169275138,0.0,7.038625693325556,27.904147104430184,9.87236842105263,0.0
Bernard King,1985,40.800000000000004,43.07892093202333,0.0,35.60597238562389,65.80671893382689,47.13026315789474,0.0
Dave Corzine,1985,0.0,5.574346803651818,0.0,4.7479638046042645,23.70460030844115,8.158552631578948,4.436943318812248
Jay Humphries,1985,0.0,8.560362869098205,0.0,2.0560534863458932,18.769431391634136,0.85657894736842,-0.5599597213042389
Jim Thomas,1985,0.0,6.818146333842944,0.0,6.016904164450452,26.030990968159163,10.923026315789473,0.0
Junior Bridgeman,1985,0.0,10.56709656299111,0.0,6.322187079574934,26.590676312554045,10.004605263157893,0.0
Wayne Cooper,1985,0.0,13.187287753128828,49.6,6.959147652661828,27.75843736321335,8.079605263157895,-0.6158723217748205
Kyle Macy,1985,0.0,11.450988153030247,0.0,9.236825335742617,31.934179782194796,18.980263157894736,-3.07657138774671
Cliff Levingston,1985,0.0,11.650783856919322,0.0,9.732374205912652,32.84268604417319,18.920394736842105,0.0
Kurt Nimphius,1985,0.0,8.564482901125157,0.0,5.981685315178769,25.96642307782774,12.369736842105263,-3.173489710719814
Terry Tyler,1985,0.0,8.50051509246092,25.5,9.111243631005841,31.703946656844042,18.32171052631579,-0.021156339469744934
Mike Woodson,1985,0.0,17.39094227465193,0.0,11.62089922447825,36.30498191154346,20.057894736842105,0.0
Adrian Dantley,1985,6.4,36.11689004416931,25.5,26.52614373206093,56.52614373206093,43.856578947368426,-0.034871747713139056
Lionel Hollins,1985,0.0,11.08964125286595,0.0,3.3566589188573452,21.1538746845718,5.073026315789473,-3.802375159757159
Melvin Turpin,1985,0.0,7.988502986594812,0.0,5.3125256362199265,24.739630333069865,8.375,1.4566906599962577
Johnny Davis,1985,0.0,15.42279577801222,0.0,10.136352233324475,33.583312427761534,12.077631578947368,11.690896756878914
Otis Thorpe,1985,0.0,29.98044804902164,0.0,12.39519543709589,37.59279315564383,15.138157894736842,0.0
Cliff Robinson,1985,0.0,16.025689936893,0.0,8.23696158043123,30.101096230790585,13.355263157894736,-1.9812886639719702
Otis Birdsong,1985,0.0,17.156080790512178,0.0,12.52816332964392,37.79224499446588,23.84671052631579,0.0
John Long,1985,0.0,8.106618557250018,25.5,5.506670806870711,25.09556314592964,12.013815789473684,-6.270348293585526
Trent Tucker,1985,0.0,5.339042898135156,0.0,7.13482779648717,28.080517626893144,15.067763157894735,0.0
Jerry Sichting,1985,0.0,11.888968744637932,0.0,7.8952768707173995,29.4746742629819,13.063815789473683,0.0
James Edwards,1985,0.0,19.09529275119283,0.0,9.970705080444095,33.279625980814174,15.415789473684208,0.0
Kevin Willis,1985,0.0,9.909513140995063,0.0,2.449846244457448,19.49138478150532,1.0105263157894735,0.0
Robert Reid,1985,0.0,5.828713794431152,0.0,3.9711406845577875,22.28042458835594,9.346052631578948,-3.271672204358553
Michael Holton,1985,0.0,4.870801759633762,0.0,-1.70407600765867,12.955108790809595,-5.99078947368421,-2.493115974990325
Tree Rollins,1985,0.0,16.091563465580855,0.0,10.56470391699757,34.36862384782888,18.674342105263158,0.0
Kelvin Ransey,1985,0.0,12.879462390192284,0.0,8.907013931558513,31.329525541190606,17.84407894736842,-2.353005641665054
Alvin Robertson,1985,0.0,12.238932128633932,0.0,9.537307060144437,32.48506294359814,18.826315789473682,0.0
Dan Issel,1985,0.0,11.774363515445739,49.6,9.55046385915329,32.50918374178103,19.560526315789474,-8.808759563969762
Kelly Tripucka,1985,0.0,13.894781116244927,25.5,10.080594598631741,33.481090097491524,21.57763157894737,-7.802794658184985
Bill Hanzlik,1985,0.0,6.190105849673803,49.6,2.139405547412022,18.922243503588707,2.180263157894737,-6.774671796909553
Maurice Lucas,1985,0.0,15.424530845159762,0.0,6.62299783461256,27.142162696789693,8.74736842105263,-0.1258068075698413
Steve Johnson,1985,0.0,19.773675027752144,0.0,6.642284943952748,27.177522397246705,8.700657894736842,-2.5623219814241485
Ben Poquette,1985,0.0,8.624949438581822,0.0,7.000008653523926,27.8333491981272,13.688157894736841,-1.2585302354609478
Bill Walton,1985,0.0,18.592284900695272,0.0,13.979486731502911,39.96923009725437,25.454605263157898,0.0
Earl Cureton,1985,0.0,7.044374263059544,25.5,2.697438457395033,19.94530383855756,3.213815789473683,-2.0601318918948555
Bobby Jones,1985,7.2,21.57932658107233,49.6,18.30586933835545,46.38233667294431,30.59605263157895,-2.7262608561524853
Kurt Rambis,1985,0.0,16.32292803096365,55.00000000000001,11.87710152215413,36.77468612394924,17.838815789473685,2.5645226484955717
Michael Cage,1985,0.0,12.543113003145606,0.0,6.8656665252733715,27.587055296334515,10.360526315789473,0.0
Tony Brown,1985,0.0,5.82061406808246,0.0,3.2986538701222328,21.047532095224092,4.369736842105263,0.0
Paul Mokeski,1985,0.0,7.808246129115957,25.5,4.568659054522888,23.37587493329196,9.161842105263156,-5.43993774559791
Tim McCormick,1985,0.0,22.12059095529712,0.0,9.37408588512418,32.18582412272766,11.695394736842106,0.0
Mitchell Wiggins,1985,0.0,7.082576290074203,0.0,7.100779548352581,28.0180958386464,16.55,-2.5559625393043732
Darren Daye,1985,0.0,16.389509812307573,0.0,12.303124095499797,37.454686143249695,22.526973684210525,0.8215465650919563
Mickey Johnson,1985,0.0,15.371577001236817,0.0,10.3774781399567,34.02537658992062,17.57828947368421,0.0
Tom McMillen,1985,0.0,3.325130456702218,0.0,0.9760514361030231,16.789427632855542,1.125657894736842,-1.6843034055727553
Clint Richardson,1985,0.0,4.685433983617393,49.6,4.116092210540265,22.546169052657152,2.509210526315789,5.4456297974605725
Wes Matthews,1985,0.0,12.196753947116733,0.0,3.8101978861302794,21.985362791238845,5.905921052631579,-3.500280985802051
Dave Greenwood,1985,0.0,7.166139099818891,0.0,1.947343466043326,18.570129687746096,2.049342105263158,0.1799506876012642
Jeff Wilkins,1985,0.0,7.084614433559529,25.5,2.543217997236213,19.66256632826639,3.8171052631578943,-6.257672223006965
Cedric Maxwell,1985,0.0,21.271783606931642,64.0,13.121838065162137,38.682757097743206,22.41842105263158,-7.228175050714029
Dan Roundfield,1985,0.0,9.224255733502233,25.5,6.053050215853906,26.097258729065494,12.424999999999999,-5.406872727084254
Elston Turner,1985,0.0,5.765318892560182,49.6,4.5793795349431505,23.395529147395777,10.023026315789474,-9.28062041621517
John Stockton,1985,0.0,15.958788309350508,25.5,9.647643244462275,32.687345948180834,15.644736842105264,-2.111290371284997
Ricky Sobers,1985,0.0,10.177458154948193,0.0,-0.25551409049118307,14.693383091410581,-6.815131578947369,0.0
Steve Colter,1985,0.0,8.547511322640437,25.5,5.470614259226244,25.029459475248114,10.199342105263158,-4.800572319545258
Mike Evans,1985,0.0,18.312978392336067,49.6,9.279475126020795,32.01237106437146,16.38421052631579,-11.237080993300117
Jeff Ruland,1985,6.4,5.012026031432871,0.0,11.462687619412373,36.01492730225602,23.311184210526317,0.6595194422934173
Jeff Turner,1985,0.0,3.6082553263874937,0.0,-3.000185284622515,11.399777658452981,-8.575657894736842,-1.9127041571207428
Ken Bannister,1985,0.0,5.18268805266523,0.0,-7.309074902879698,6.229110116544362,-22.377631578947373,0.0
Kent Benson,1985,0.0,7.2176046352667615,25.5,8.677871820456486,30.90943167083689,17.417105263157897,0.9776735797603532
Ennis Whatley,1985,0.0,13.431221245463776,0.0,3.125635586126518,20.730331907898616,1.790789473684211,0.0
Marc Iavaroni,1985,0.0,7.000012860387622,0.0,-0.77983193113942,14.064201682632696,-5.028947368421053,-1.8824146212267803
Rod Foster,1985,0.0,11.409319128980018,0.0,1.6982745823149787,18.113503400910794,-0.5282894736842102,-2.8823219814241487
Dale Ellis,1985,0.0,9.107348325073097,0.0,5.877827071759115,25.776016298225045,11.676973684210527,-2.921322946546052
Sedale Threatt,1985,0.0,7.671353933007195,49.6,2.696973584356838,19.94445157132087,2.30328947368421,-5.487213622291021
James Bailey,1985,0.0,7.633077572525412,0.0,-3.2082860330019862,11.150056760397616,-13.126315789473683,0.0
Larry Spriggs,1985,0.0,15.062077620505763,55.00000000000001,5.882302069909884,25.784220461501455,8.858552631578947,-10.310593273993806
Jeff Cook,1985,0.0,6.2567557687797795,0.0,3.1612776648620464,20.795675718913753,4.509868421052632,0.7422719634349586
Butch Carter,1985,0.0,8.153053673871007,0.0,2.2346639987856385,19.09688399777367,0.7769736842105257,0.0
Terence Stansbury,1985,0.0,4.544610203580216,0.0,0.9733420484757509,16.784460422205544,-1.017763157894737,0.0
Rich Kelley,1985,0.0,9.88951241939356,25.5,2.9263282719258332,20.364935165197362,1.432894736842105,-2.368329458204334
Othell Wilson,1985,0.0,9.51865389467862,0.0,2.9757632774784697,20.455566008710527,1.3611842105263157,0.0
John Paxson,1985,0.0,11.616015394175115,0.0,5.67359539043268,25.40159154912658,9.479605263157893,-1.0063841970855965
Bob McAdoo,1985,0.0,15.343248053460584,55.00000000000001,6.236498581031635,26.433580731891333,11.19078947368421,-13.594478161764705
Lonnie Shelton,1985,0.0,6.082961527490187,0.0,0.3326225793588284,15.609808062157851,-2.4322368421052643,-0.7969164683874066
Alvin Scott,1985,0.0,5.128328779639205,0.0,0.918000534142525,16.683000979261294,0.8914473684210519,-2.952047462509675
Dudley Bradley,1985,0.0,10.448353719446866,0.0,9.412975369933894,32.25712151154547,18.95,-0.7520975797144439
Antoine Carr,1985,0.0,14.862177832974679,0.0,6.850841856709195,27.55987673730019,9.784210526315789,0.0
Kevin Grevey,1985,0.0,4.017911306594399,25.5,3.1112800702076417,20.704013462047342,6.485526315789473,-3.464430365518576
Fred Roberts,1985,0.0,11.144386626595308,25.5,6.759139385688148,27.39175554042827,12.640131578947368,-6.385732254982585
Mike McGee,1985,0.0,18.86622206392765,55.00000000000001,11.365511842116497,35.83677171054691,14.467763157894737,3.871848054272949
Randy Wittman,1985,0.0,0.0,0.0,1.738699494949495,18.18761574074074,4.588815789473684,0.0
John Lucas,1985,0.0,11.682138911913484,0.0,12.20449892358521,37.306748385377816,28.208552631578947,-4.180622402380031
Jon Sundvold,1985,0.0,9.130747787332615,0.0,-1.4629402710574577,13.24447167473105,-9.405263157894737,0.0
Scott Wedman,1985,0.0,5.807963327628593,64.0,9.424952036952915,32.27907873441367,10.147368421052633,16.180248451754956
Mike Glenn,1985,0.0,20.953861082059966,0.0,11.90181840299017,36.82000040548198,19.541447368421053,0.0
Bill Garnett,1985,0.0,6.696334949877031,0.0,1.9884382519320887,18.64547012854216,0.4467105263157888,0.0
Kenny Carr,1985,0.0,10.748907195743069,25.5,4.28161427458414,22.849626170070923,7.02828947368421,-7.27997853062113
Mike O'Koren,1985,0.0,0.0,0.0,3.575570476696792,21.555212540610786,11.08421052631579,-2.6752631578947366
Audie Norris,1985,0.0,15.576471814477667,25.5,4.12748176720679,22.56704990654578,2.571710526315789,-4.360095626796772
Frank Brickowski,1985,0.0,7.928673773047062,0.0,1.341879236447627,17.460111933487315,-1.4927631578947371,0.0
Chuck Aleksinas,1985,0.0,5.972036434024019,0.0,-2.8867444027270093,11.535906716727588,-12.071052631578945,0.0
Rory White,1985,0.0,6.587499942413547,0.0,1.8035012505331074,18.306418959310697,0.4144736842105261,0.0
Randy Breuer,1985,0.0,10.461168033891951,25.5,8.192130853921505,30.01890656552276,16.943421052631578,-4.832392193399808
Darwin Cook,1985,0.0,10.92514166874258,0.0,6.541896960095753,26.993477760175544,12.291447368421052,-1.4902813081001907
Joe Meriweather,1985,0.0,10.221951100149772,0.0,3.253161077832799,20.964128642693463,1.9993421052631575,0.0
Ernie Grunfeld,1985,0.0,7.379339488737796,0.0,9.40530607377972,32.24306113526282,19.932894736842105,0.0
Harvey Catchings,1985,0.0,6.990385173310025,0.0,0.24795563386985264,15.454585328761397,-3.861842105263158,0.0
Charles Pittman,1985,0.0,7.239382332590101,0.0,-0.580773498205819,14.303071802153017,-5.126973684210527,-0.9330294622291946
Maurice Cheeks,1986,19.200000000000003,23.331446608899356,25.5,24.932164637944982,54.66520579743123,42.0953947368421,-1.6816437996145455
Larry Bird,1986,73.2,42.329263539099934,100.0,62.40220835884482,88.9239262918634,75.52763157894738,41.540426779709065
Buck Williams,1986,6.4,15.096479562554471,0.0,12.670935639211997,38.006403458818,18.446052631578947,6.420107641777792
Dominique Wilkins,1986,49.2,30.351859945022614,25.5,34.10085080132413,64.11345715148964,48.05921052631579,-7.8234253044855
Alex English,1986,23.200000000000003,32.80040474278393,25.5,26.918672451683076,56.91867245168308,40.43289473684211,-5.27416808188478
Jeff Malone,1986,6.4,15.597312684873726,0.0,10.135926788919784,33.582532446352936,15.706578947368422,-4.03551507381966
Mike Mitchell,1986,0.0,16.043285606276783,0.0,5.645013434803192,25.349191297139186,7.807894736842105,-3.3623219814241487
Charles Barkley,1986,23.200000000000003,37.48786002773914,25.5,36.50976991058349,66.82349114940644,51.66644736842105,21.173280649330483
Reggie Theus,1986,0.0,22.041618938436873,0.0,14.318604561512645,40.477906842268965,25.87828947368421,-3.3152631578947362
Bill Laimbeer,1986,5.6000000000000005,15.576497492590303,0.0,15.213409434645772,41.82011415196866,29.275657894736838,-0.473518453480421
Alvin Robertson,1986,51.6,22.242705989486932,0.0,31.711269245481326,61.711269245481326,44.53881578947368,-3.2776160990712073
Vern Fleming,1986,0.0,13.540075666031395,0.0,12.935086765287469,38.402630147931205,25.56907894736842,0.0
Ralph Sampson,1986,6.4,17.77204803366765,64.0,16.927889268033393,44.39183390205009,20.162499999999998,13.799115726638004
Roy Hinson,1986,0.0,23.65205234658849,0.0,15.17230978066237,41.758464670993554,26.098684210526315,0.0
Joe Barry Carroll,1986,0.0,18.27628943923621,0.0,8.95998542870425,31.42663995262446,13.093421052631578,0.0
Kiki Vandeweghe,1986,0.0,36.19126938255511,0.0,21.48709087475145,50.35886359343931,34.70197368421052,3.768271014051962
Jack Sikma,1986,0.0,18.39594908388761,0.0,16.86811900458609,44.30217850687914,33.705263157894734,0.0
Isiah Thomas,1986,31.200000000000003,27.837356279616674,0.0,30.177698565665935,60.177698565665935,46.47565789473684,2.1799067123660536
Rolando Blackman,1986,6.4,25.639217880173632,25.5,15.948424448926442,42.92263667338966,25.784868421052632,-7.751238455953551
Herb Williams,1986,0.0,18.624315815880653,0.0,14.455043190021806,40.68256478503271,26.776973684210525,0.0
Sleepy Floyd,1986,0.0,28.644390214539563,0.0,20.864715884447246,49.58089485555906,37.921052631578945,0.0
Randy Wittman,1986,0.0,7.058369667055831,25.5,8.404681570095313,30.408582878508074,20.02894736842105,-6.831501867114938
Adrian Dantley,1986,6.4,52.79976548791032,0.0,34.117153614414036,64.1317978162158,56.28223684210526,0.0
Jay Humphries,1986,0.0,9.756003901574516,0.0,7.417177485997315,28.59815872432841,13.688815789473683,0.0
Dennis Johnson,1986,7.2,11.756076184652928,55.00000000000001,11.765713577717905,36.57047489248283,22.97631578947368,-11.33831909941236
Xavier McDaniel,1986,0.0,15.288942872760192,0.0,9.864672952774592,33.08523374675342,17.64342105263158,0.0
Moses Malone,1986,13.600000000000001,27.105636451894505,0.0,18.854432813147003,47.06804101643375,28.378947368421056,0.0
Paul Pressey,1986,12.8,21.06602228314387,49.6,26.30422777671913,56.30422777671913,50.10657894736842,-4.962900488479267
James Donaldson,1986,0.0,22.966955432720763,25.5,14.50945334009055,40.764180010135824,18.400657894736838,10.717459440106612
Terry Cummings,1986,0.0,18.555181046121316,49.6,15.84428908104983,42.76643362157475,27.90394736842105,1.2213190277817594
Kareem Abdul-Jabbar,1986,38.400000000000006,39.5812314143477,49.6,38.61947226125173,69.1969062939082,53.46776315789474,6.893642130170148
Kelly Tripucka,1986,0.0,21.610679801426535,0.0,15.315470291630822,41.97320543744623,31.01184210526316,-4.370743034055728
Sam Perkins,1986,0.0,18.05014723293403,25.5,13.711022010875366,39.56653301631305,27.53223684210526,-7.961230746130031
Fat Lever,1986,0.0,13.603687022232757,25.5,10.966569303099178,35.10537705568183,22.93486842105263,-7.117941013022846
Rodney McCray,1986,0.0,14.30586723525648,64.0,13.050117272849777,38.57517590927466,23.299342105263158,-3.211295537346855
Marques Johnson,1986,6.4,19.157925335844237,0.0,16.395797317160284,43.593695975740424,27.884210526315787,0.0
Magic Johnson,1986,38.800000000000004,39.210286638256754,49.6,46.18789712385503,77.18789712385504,61.75526315789473,30.965298693544142
Clyde Drexler,1986,6.4,20.825450903970765,0.0,19.92012302530415,48.40015378163019,39.34342105263158,-4.088390092879258
Mychal Thompson,1986,0.0,9.848639865154933,0.0,4.921586027477088,24.022907717041328,7.808552631578948,0.42420747794578606
Gerald Henderson,1986,0.0,13.12894147076659,0.0,12.439931244214518,37.65989686632178,25.388157894736842,0.0
Robert Parish,1986,6.4,25.05114017243154,55.00000000000001,19.047074453045642,47.308843066307055,36.472368421052636,-14.0
Sidney Moncrief,1986,39.2,30.113775494608557,49.6,33.42012646656859,63.42012646656859,52.382894736842104,-10.143436532507739
Cliff Robinson,1986,0.0,18.30527709817222,0.0,12.885618364267367,38.32842754640105,23.547368421052635,-1.547464991125964
Mark Eaton,1986,12.8,12.644948742352994,0.0,10.65640903394755,34.53674989557051,15.332236842105265,-0.6627051997406297
World B. Free,1986,0.0,22.677463933001913,0.0,16.714119277782252,44.071178916673375,30.526315789473685,0.0
Mike Gminski,1986,0.0,24.512508025490295,0.0,19.57989638363139,47.974870479539234,38.19078947368421,-2.4191619830023754
Eddie Johnson,1986,0.0,14.840229021292291,0.0,4.734354354639724,23.679649650172827,5.123026315789473,-1.8269096657314243
Mark Aguirre,1986,0.0,24.796097202351703,25.5,14.545084635724812,40.81762695358722,20.424342105263158,4.125725856707698
Larry Nance,1986,0.0,35.127035116745496,0.0,23.97900734084652,53.473759176058145,42.46315789473684,0.0
Karl Malone,1986,0.0,12.21593368904346,0.0,3.5926679808685447,21.586557964925664,4.255263157894737,-1.5083126424931275
Julius Erving,1986,6.4,14.764878635909481,25.5,14.128122824131221,40.19218423619683,28.830263157894734,-9.081210283477397
John Bagley,1986,0.0,15.737739681816189,0.0,9.515278026784094,32.44467638243751,15.833552631578947,0.0
Hakeem Olajuwon,1986,30.400000000000002,30.98495595129552,64.0,38.27420208630683,68.80847734709518,47.742105263157896,30.344787073528373
Cedric Maxwell,1986,0.0,19.580291386543358,0.0,11.173010181073096,35.48385199863401,17.292763157894736,0.0
James Worthy,1986,6.4,31.51033192053141,49.6,24.03216479612809,53.540205995160115,44.516447368421055,-10.156541478367055
Lewis Lloyd,1986,0.0,20.002922794623135,64.0,13.92023415724123,39.880351235861845,27.498026315789474,-14.0
Larry Smith,1986,0.0,9.924286077832313,0.0,5.412096709341419,24.922177300459268,8.407894736842104,0.0
Purvis Short,1986,0.0,20.339314332276327,0.0,14.175012743784762,40.262519115677144,25.44671052631579,0.0
Kyle Macy,1986,0.0,11.87762841884855,0.0,7.0012496927819035,27.83562443676682,12.487499999999999,-2.960639276606037
Mike Woodson,1986,0.0,9.686668280048282,0.0,6.829897786852361,27.521479275895995,13.10328947368421,-2.9557633357923763
Danny Ainge,1986,0.0,12.360452357951134,55.00000000000001,17.62913932383025,45.443708985745374,24.985526315789475,24.289496176808296
T.R. Dunn,1986,0.0,4.754645016649826,25.5,6.684443770069306,27.254813578460393,16.351315789473684,-6.582153198239164
Steve Stipanovich,1986,0.0,12.51326820728681,0.0,12.805356188850094,38.20803428327514,25.821710526315787,0.0
Kevin McHale,1986,19.200000000000003,36.59121543824398,55.00000000000001,35.64648840821174,65.85229945923821,51.00657894736842,19.737756273019254
Otis Birdsong,1986,0.0,10.204492975752183,0.0,5.456623681439575,25.00381008263922,9.665789473684208,-1.9213990555576033
Artis Gilmore,1986,6.4,33.60528078381067,0.0,18.17118054267135,46.21397567833919,27.236184210526314,-3.323166691224845
LaSalle Thompson,1986,0.0,16.457918908209415,0.0,12.044943846052103,37.06741576907815,23.153947368421054,-3.2694833525541798
Thurl Bailey,1986,0.0,10.584886354389319,0.0,6.204180881062572,26.37433161528138,13.215789473684211,-4.107213622291021
Rory Sparrow,1986,0.0,10.649911845081139,0.0,7.850279467265019,29.3921790233192,13.510526315789473,0.0
Dan Roundfield,1986,0.0,12.62777208498762,0.0,8.456210320870484,30.50305225492922,16.169736842105266,-3.6478896304179567
Sidney Green,1986,0.0,12.389912937196291,0.0,3.5446208605707983,21.49847157771313,3.1815789473684206,-2.854086687306501
Kevin Willis,1986,0.0,12.077116575701863,25.5,6.668882215709895,27.22628406213481,11.093421052631578,-3.344561218868054
Melvin Turpin,1986,0.0,19.853282009065715,0.0,13.198961949176528,38.798442923764796,23.16447368421053,0.0
Gus Williams,1986,0.0,13.321009272115818,0.0,8.039361634822999,29.738829663842164,12.552631578947368,0.8636187287797887
Wayman Tisdale,1986,0.0,13.801696768566334,0.0,4.852677028469637,23.896574552194334,4.5980263157894745,0.0
Michael Cooper,1986,7.2,13.853556641542077,49.6,14.657471293702459,40.986206940553686,26.058552631578948,-3.5608231107996393
Orlando Woolridge,1986,0.0,23.332179850402348,0.0,15.773695426901407,42.66054314035211,29.25657894736842,-3.625851393188854
Walter Davis,1986,0.0,22.56377739559594,0.0,12.532543926475821,37.79881588971373,20.054605263157896,0.0
Louis Orr,1986,0.0,4.770964601662713,0.0,6.025833542780147,26.047361495096936,11.967105263157896,0.0
Kurt Nimphius,1986,0.0,7.660149540213637,0.0,3.2513814034448636,20.960865906315583,4.323026315789474,0.0
Clint Richardson,1986,0.0,8.871060124701064,0.0,5.734216397230994,25.512730061590155,9.474342105263156,0.0
Byron Scott,1986,0.0,11.25210765755543,49.6,8.71540462617487,30.978241814653927,18.410526315789475,-9.3914474490796
Terry Teagle,1986,0.0,9.471614377135994,0.0,4.779833631993171,23.763028325320814,7.0473684210526315,0.0
Robert Reid,1986,0.0,7.693416761434095,64.0,5.909285870069511,25.833690761794102,13.272368421052633,-14.0
Mark Olberding,1986,0.0,21.21227596866027,0.0,9.091883724233096,31.668453494427343,12.74078947368421,-3.0517337461300307
Derek Harper,1986,0.0,21.740078647787744,25.5,18.964769320228633,47.20596165028579,35.58815789473684,-0.27266586521918557
Ricky Pierce,1986,0.0,22.438157021659833,49.6,17.046789578554908,44.57018436783236,34.66315789473684,-10.897705735318304
Gene Banks,1986,0.0,12.051918832109111,0.0,10.052570103266367,33.42971185598834,20.201315789473682,-2.8523261670133513
Norm Nixon,1986,0.0,16.827951424208166,0.0,7.390465758679674,28.54918722424607,8.939473684210526,0.0
John Lucas,1986,0.0,17.597088571015977,0.0,14.244306950081704,40.366460425122554,28.154605263157894,0.0
Wayne Cooper,1986,0.0,14.003366421432693,25.5,9.573542407320227,32.551494413420414,18.992105263157896,-6.896780185758514
Manute Bol,1986,22.0,14.115445881156948,0.0,14.79636994868562,41.19455492302843,18.185526315789474,1.1395999841352373
